address,full_address,latitude,longitude
7 Lorong How Sun,7 LORONG HOW SUN BARTLEY RESIDENCES SINGAPORE 536564,1.34278007,103.8808549
38 Saint Michael's Road,38 SAINT MICHAEL'S ROAD SAINT MICHAEL REGENCY SINGAPORE 328008,1.327919554,103.8638463
19 Jalan Jintan,19 JALAN JINTAN KIM SIA COURT SINGAPORE 229012,1.306259475,103.8346209
9 Seraya Lane,9 SERAYA LANE SERAYA 9 SINGAPORE 437276,1.307186302,103.8996659
85 Amber Road,85 AMBER ROAD THE SHORE RESIDENCES SINGAPORE 439895,1.303060712,103.901687
53B Grange Road,53B GRANGE ROAD SPRING GROVE SINGAPORE 249567,1.297572478,103.8269792
174 Jalan Jurong Kechil,174 JALAN JURONG KECHIL THE HILLFORD SINGAPORE 596183,1.344581725,103.7693172
130 Serangoon Avenue 3,130 SERANGOON AVENUE 3 THE SCALA SINGAPORE 554479,1.350316056,103.865369
212 Upper East Coast Road,212 UPPER EAST COAST ROAD EASTERN LAGOON SINGAPORE 466401,1.313568039,103.9343047
21 Nathan Road,21 NATHAN ROAD NATHAN SUITES SINGAPORE 248743,1.295221233,103.8271496
9 Canberra Walk,9 CANBERRA WALK PARC CANBERRA SINGAPORE 756945,1.446864032,103.8281797
9 Yishun Close,9 YISHUN CLOSE SYMPHONY SUITES SINGAPORE 768008,1.434887996,103.8446135
55 Cove Drive,55 COVE DRIVE TURQUOISE SINGAPORE 098395,1.242443018,103.8367543
338A River Valley Road,338A RIVER VALLEY ROAD RESIDENCES AT 338A SINGAPORE 238381,1.296356172,103.8379911
28 Surrey Road,28 SURREY ROAD THE LINCOLN RESIDENCES SINGAPORE 307762,1.315374742,103.8423999
57 Choa Chu Kang Loop,57 CHOA CHU KANG LOOP THE WARREN SINGAPORE 689685,1.386704605,103.7436803
27 Hazel Park Terrace,27 HAZEL PARK TERRACE HAZEL PARK CONDOMINIUM SINGAPORE 678949,1.372757335,103.7653866
14 Amber Gardens,14 AMBER GARDENS AMBER PARK SINGAPORE 439960,1.300468237,103.8999196
1 Lorong How Sun,1 LORONG HOW SUN BARTLEY RESIDENCES SINGAPORE 536558,1.343408864,103.8810335
11 Balmoral Park,11 BALMORAL PARK BALMORAL HILLS SINGAPORE 259845,1.316323957,103.8281523
320 Jalan Eunos,320 JALAN EUNOS EUHABITAT SINGAPORE 415822,1.328157523,103.9074867
8 Bedok Reservoir View,8 BEDOK RESERVOIR VIEW THE CLEARWATER SINGAPORE 479235,1.337095436,103.9336593
201 Jalan Pelikat,201 JALAN PELIKAT SINGAPORE 537652,1.355581589,103.8886571
3 Robin Drive,3 ROBIN DRIVE ROBIN RESIDENCES SINGAPORE 258263,1.318783631,103.8282067
17 Telok Kurau Road,17 TELOK KURAU ROAD PARC ELEGANCE SINGAPORE 423763,1.317524058,103.9089006
54 Tanah Merah Kechil Avenue,54 TANAH MERAH KECHIL AVENUE CASA MERAH SINGAPORE 465526,1.329647464,103.9451956
70 Saint Thomas Walk,70 SAINT THOMAS WALK SKYLINE 360° @ SAINT THOMAS WALK SINGAPORE 238139,1.296986794,103.8367374
28 Bukit Batok Street 52,28 BUKIT BATOK STREET 52 GUILIN VIEW SINGAPORE 659248,1.354876312,103.753138
30 Pasir Ris Link,30 PASIR RIS LINK SEA ESTA SINGAPORE 518147,1.377500766,103.9594207
49 Asimont Lane,49 ASIMONT LANE ASIMONT VILLAS SINGAPORE 307408,1.320940198,103.8358419
100 Flora Road,100 FLORA ROAD EDELWEISS PARK CONDOMINIUM SINGAPORE 509743,1.356398249,103.9677341
50 Woodlands Drive 16,50 WOODLANDS DRIVE 16 LA CASA SINGAPORE 737901,1.431987445,103.797685
29 Tampines Central 7,29 TAMPINES CENTRAL 7 THE TAMPINES TRILLIANT SINGAPORE 528612,1.359976806,103.9396912
481 Yio Chu Kang Road,481 YIO CHU KANG ROAD CASTLE GREEN SINGAPORE 787056,1.38665607,103.8412587
66 Sengkang Square,66 SENGKANG SQUARE LA FIESTA SINGAPORE 544703,1.389578955,103.8954809
130 Cairnhill Road,130 CAIRNHILL ROAD THE EDGE ON CAIRNHILL SINGAPORE 229717,1.308830876,103.8371302
18 Moulmein Rise,18 MOULMEIN RISE CITY EDGE SINGAPORE 308133,1.319533289,103.846626
21 Serangoon Avenue 3,21 SERANGOON AVENUE 3 THE SUNNYDALE SINGAPORE 556124,1.348897145,103.8672798
196 Duchess Avenue,196 DUCHESS AVENUE CASABELLA SINGAPORE 266325,1.323571486,103.7995635
2 Canberra Drive,2 CANBERRA DRIVE EIGHT COURTYARDS SINGAPORE 768138,1.437956452,103.8309954
28 Leedon Heights,28 LEEDON HEIGHTS LEEDON GREEN SINGAPORE 266222,1.313004519,103.8035679
139 Pasir Ris Grove,139 PASIR RIS GROVE D'NEST SINGAPORE 518134,1.368573699,103.9455711
16 Upper Serangoon View,16 UPPER SERANGOON VIEW RIO VISTA SINGAPORE 534201,1.37261484,103.9018627
29 Upper Serangoon View,29 UPPER SERANGOON VIEW BOATHOUSE RESIDENCES SINGAPORE 534044,1.375507391,103.90278
118 Serangoon Avenue 3,118 SERANGOON AVENUE 3 AMARANDA GARDENS SINGAPORE 554773,1.349453719,103.866976
54 Cairnhill Road,54 CAIRNHILL ROAD THE LIGHT @ CAIRNHILL SINGAPORE 229665,1.306130333,103.8378895
57 Paterson Road,57 PATERSON ROAD PATERSON SUITES SINGAPORE 238551,1.30109788,103.8305632
191 Meyer Road,191 MEYER ROAD AALTO SINGAPORE 437980,1.298724142,103.897227
3 Ardmore Park,3 ARDMORE PARK ARDMORE 3 SINGAPORE 259950,1.308436164,103.8285968
55 Choa Chu Kang Loop,55 CHOA CHU KANG LOOP THE WARREN SINGAPORE 689684,1.387367581,103.7437637
15 Pasir Ris Grove,15 PASIR RIS GROVE COCO PALMS SINGAPORE 518142,1.3710972,103.9461648
550 Miltonia Close,550 MILTONIA CLOSE THE MILTONIA RESIDENCES SINGAPORE 768119,1.417518362,103.8487354
16 Shunfu Road,16 SHUNFU ROAD JADESCAPE SINGAPORE 575749,1.351814854,103.8382982
89 Pasir Ris Grove,89 PASIR RIS GROVE NV RESIDENCES SINGAPORE 518214,1.371787555,103.943434
105 Hillview Rise,105 HILLVIEW RISE KINGSFORD . HILLVIEW PEAK SINGAPORE 667968,1.364843897,103.7637276
28 Cuscaden Road,28 CUSCADEN ROAD CUSCADEN RESIDENCES SINGAPORE 249723,1.304900087,103.8268499
7 Pandan Valley,"7 PANDAN VALLEY PANDAN VALLEY, POINCIANA TOWER SINGAPORE 597631",1.318643636,103.7780511
80 Owen Road,80 OWEN ROAD FARRER PARK SUITES SINGAPORE 218896,1.313297662,103.8536335
119 West Coast Crescent,119 WEST COAST CRESCENT SEAHILL SINGAPORE 126777,1.298656689,103.7641136
123 Loyang Besar Close,123 LOYANG BESAR CLOSE WATERCREST SINGAPORE 509027,1.377762718,103.9573808
7 Geylang East Avenue 1,7 GEYLANG EAST AVENUE 1 TRE RESIDENCES SINGAPORE 389782,1.317215015,103.8846689
34 Lorong 34 Geylang,34 LORONG 34 GEYLANG GEYLANG HERITAGE SINGAPORE 398231,1.312778023,103.8876516
50 Saint Patrick's Road,50 SAINT PATRICK'S ROAD SAINT PATRICK'S RESIDENCES SINGAPORE 424216,1.307204199,103.915058
117 Tampines Street 86,117 TAMPINES STREET 86 THE ALPS RESIDENCES SINGAPORE 528538,1.355428739,103.9299036
33 Amber Road,33 AMBER ROAD THE SEA VIEW SINGAPORE 439944,1.301766378,103.902862
8 Kensington Park Drive,8 KENSINGTON PARK DRIVE KENSINGTON PARK CONDOMINIUM SINGAPORE 557323,1.368505408,103.8693356
34 West Coast Road,340B WEST COAST ROAD SINGAPORE 127437,1.311444144,103.7576916
11 Boon Teck Road,11 BOON TECK ROAD SUMMER GREEN SINGAPORE 329585,1.326970701,103.8497165
21 Sampan Place,21 SAMPAN PLACE RIVEREDGE SINGAPORE 436593,1.300908571,103.8819309
21 Butterworth Lane,21 BUTTERWORTH LANE BUTTERWORTH VIEW SINGAPORE 439431,1.312717782,103.8952717
2 Jurong Lake Link,2 JURONG LAKE LINK LAKE GRANDE SINGAPORE 648157,1.345474491,103.7246234
8 Pari Dedap Walk,8 PARI DEDAP WALK TANAMERA CREST SINGAPORE 486061,1.332465414,103.9423163
119 Pasir Ris Grove,119 PASIR RIS GROVE THE PALETTE SINGAPORE 518174,1.369979099,103.9457642
206 Ocean Drive,206 OCEAN DRIVE THE BERTH BY THE COVE SINGAPORE 098627,1.249188005,103.8463141
5001 Beach Road,5001 BEACH ROAD GOLDEN MILE COMPLEX SINGAPORE 199588,1.302857763,103.8652844
69 Jurong West Central 3,697 JURONG WEST CENTRAL 3 JURONG WEST BLOSSOM SINGAPORE 640697,1.341603266,103.7080852
42 Kim Yam Road,42 KIM YAM ROAD OLEANAS RESIDENCE SINGAPORE 239347,1.293449616,103.8388889
35 Simei Street 3,35 SIMEI STREET 3 MY MANHATTAN SINGAPORE 529904,1.341740411,103.9534146
20 Wilby Road,20 WILBY ROAD THE TESSARINA SINGAPORE 276305,1.332706392,103.7893638
31 Keppel Bay View,31 KEPPEL BAY VIEW REFLECTIONS AT KEPPEL BAY SINGAPORE 098418,1.267249548,103.8109953
3 Punggol Field Walk,3 PUNGGOL FIELD WALK FLO RESIDENCE SINGAPORE 828740,1.392118069,103.9130026
88 Hillview Avenue,88 HILLVIEW AVENUE HILLBROOKS SINGAPORE 669590,1.35888577,103.7626186
38 Lorong H Telok Kurau,38 LORONG H TELOK KURAU SHIRO SINGAPORE 426025,1.315413135,103.9079864
468 Siglap Road,468 SIGLAP ROAD FLAMINGO VALLEY SINGAPORE 455943,1.317323797,103.9230643
13 Jalan Mata Ayer,13 JALAN MATA AYER EUPHONY GARDENS SINGAPORE 759155,1.425693839,103.8244933
171 Tanjong Rhu Road,171 TANJONG RHU ROAD WATER PLACE SINGAPORE 436931,1.296704889,103.8724504
80 Upper Serangoon View,80 UPPER SERANGOON VIEW KINGSFORD WATERBAY SINGAPORE 533878,1.375781567,103.9041961
50B Faber Heights,50B FABER HEIGHTS FABER CREST SINGAPORE 129196,1.323839642,103.7562233
38 Parbury Avenue,38 PARBURY AVENUE PARBURY HILL CONDOMINIUM SINGAPORE 467304,1.317904653,103.9430251
83 Flora Drive,83 FLORA DRIVE HEDGES PARK CONDOMINIUM SINGAPORE 506887,1.355161208,103.9678446
6 Buckley Road,6 BUCKLEY ROAD BUCKLEY RESIDENCE SINGAPORE 309762,1.317200288,103.8405328
76 Farrer Road,76 FARRER ROAD GALLOP GABLES SINGAPORE 268853,1.3145713,103.8082459
52 Tanah Merah Kechil Avenue,52 TANAH MERAH KECHIL AVENUE CASA MERAH SINGAPORE 465525,1.32967542,103.9454179
1 Robin Drive,1 ROBIN DRIVE ROBIN RESIDENCES SINGAPORE 258261,1.318469202,103.8281437
81 West Coast Drive,81 WEST COAST DRIVE HUNDRED TREES SINGAPORE 127997,1.315505543,103.7580569
8 Flora Drive,8 FLORA DRIVE FERRARIA PARK CONDOMINIUM SINGAPORE 506941,1.357364205,103.963972
206 Jalan Eunos,206 JALAN EUNOS EUHABITAT SINGAPORE 419547,1.327355664,103.9079662
32 Lorong Mydin,32 LORONG MYDIN ASTORIA PARK SINGAPORE 416826,1.321255223,103.9123482
79 Flora Drive,79 FLORA DRIVE HEDGES PARK CONDOMINIUM SINGAPORE 506885,1.355589728,103.9676385
92 Lorong G Telok Kurau,92 LORONG G TELOK KURAU ESPIRA SUITES SINGAPORE 426283,1.317389689,103.9125876
83 Marine Parade Road,83 MARINE PARADE ROAD MARINE BLUE SINGAPORE 449310,1.303785829,103.9049528
1037 Serangoon Road,1037 SERANGOON ROAD EURO-ASIA APARTMENTS SINGAPORE 328170,1.323334222,103.8638476
50 Canberra Drive,50 CANBERRA DRIVE YISHUN SAPPHIRE SINGAPORE 768438,1.440184141,103.8305723
712 Upper Changi Road East,712A UPPER CHANGI ROAD EAST CHANGI GREEN SINGAPORE 486843,1.344493518,103.9642595
3 Rivervale Link,3 RIVERVALE LINK THE RIVERVALE SINGAPORE 545119,1.379861433,103.897745
40 Fernvale Link,40 FERNVALE LINK H20 RESIDENCES SINGAPORE 797535,1.392637205,103.879381
7 Ipoh Lane,7 IPOH LANE BELLA CASITA SINGAPORE 438610,1.311842215,103.8947848
493 Yio Chu Kang Road,493 YIO CHU KANG ROAD SEASONS PARK SINGAPORE 787079,1.385002282,103.8403007
59 Holland Road,59 HOLLAND ROAD VERDURE SINGAPORE 258883,1.309105887,103.8069199
32 Leedon Heights,32 LEEDON HEIGHTS LEEDON GREEN SINGAPORE 266075,1.311941235,103.8032613
95 West Coast Drive,95 WEST COAST DRIVE HUNDRED TREES SINGAPORE 128002,1.313864644,103.759671
324 Upper East Coast Road,324 UPPER EAST COAST ROAD BREEZE BY THE EAST SINGAPORE 466455,1.313600062,103.9375534
9 Jalan Hajijah,9 JALAN HAJIJAH LANDBAY CONDOMINIUM SINGAPORE 468704,1.312766535,103.9359777
11 Keppel Bay Drive,11 KEPPEL BAY DRIVE CORALS AT KEPPEL BAY SINGAPORE 098017,1.265161588,103.8161006
279 Balestier Road,279 BALESTIER ROAD BALESTIER POINT SINGAPORE 329727,1.322704469,103.8519711
2 Petir Road,2 PETIR ROAD MAYSPRINGS SINGAPORE 678265,1.377287555,103.7634306
42 Keppel Bay Drive,42 KEPPEL BAY DRIVE CARIBBEAN AT KEPPEL BAY SINGAPORE 098656,1.266813413,103.8146737
15 Farrer Drive,15 FARRER DRIVE POLLEN & BLEU SINGAPORE 259296,1.313728239,103.8067501
62 Potong Pasir Avenue 1,62 POTONG PASIR AVENUE 1 THE TRE VER SINGAPORE 358392,1.33643269,103.8650413
10 Shunfu Road,10 SHUNFU ROAD JADESCAPE SINGAPORE 575746,1.352649725,103.8391484
18 Canberra Drive,18 CANBERRA DRIVE EIGHT COURTYARDS SINGAPORE 768098,1.438346967,103.83171
27 Upper Serangoon View,27 UPPER SERANGOON VIEW BOATHOUSE RESIDENCES SINGAPORE 534045,1.375889548,103.9029954
27 Bidadari Park Drive,27 BIDADARI PARK DRIVE THE WOODLEIGH RESIDENCES SINGAPORE 367798,1.339209142,103.87154
47 Toh Tuck Road,47 TOH TUCK ROAD THE BEVERLY SINGAPORE 596722,1.33885692,103.7672516
83 Hougang Avenue 2,83 HOUGANG AVENUE 2 THE FLORENCE RESIDENCES SINGAPORE 538860,1.366818447,103.8870013
37 Kovan Road,37 KOVAN ROAD KOVAN MELODY SINGAPORE 545018,1.359397113,103.8827434
30 Middle Road,30 MIDDLE ROAD THE M SINGAPORE 188940,1.297510493,103.8562973
81 Yishun Street 81,817 YISHUN STREET 81 HDB-YISHUN SINGAPORE 760817,1.412051994,103.8339714
550 Yishun Avenue 6,550 YISHUN AVENUE 6 LILYDALE SINGAPORE 768961,1.423928371,103.8493321
923 Bukit Timah Road,923 BUKIT TIMAH ROAD THE CASCADIA SINGAPORE 589639,1.333464144,103.7878292
36 Eastwood Road,36 EASTWOOD ROAD EASTWOOD LODGE SINGAPORE 486137,1.320700651,103.9569216
19 Yishun Close,19 YISHUN CLOSE SYMPHONY SUITES SINGAPORE 768013,1.435541972,103.8445476
1 Seletar Road,1 SELETAR ROAD GREENWICH V SINGAPORE 807011,1.387603302,103.8694236
10E Braddell Hill,10E BRADDELL HILL BRADDELL VIEW SINGAPORE 579724,1.341904261,103.8400509
21 Bidadari Park Drive,21 BIDADARI PARK DRIVE THE WOODLEIGH RESIDENCES SINGAPORE 367795,1.338460741,103.8714055
12 Tampines Street 73,12 TAMPINES STREET 73 PINEVALE SINGAPORE 528828,1.358450193,103.9332535
43 Jervois Road,43 JERVOIS ROAD MON JERVOIS SINGAPORE 249095,1.294049381,103.8222001
86 Punggol Central,86 PUNGGOL CENTRAL PARC CENTROS SINGAPORE 828720,1.403508,103.9037171
13 Telok Kurau Road,13 TELOK KURAU ROAD PARC ELEGANCE SINGAPORE 423912,1.317851323,103.9089055
27 Fernvale Road,27 FERNVALE ROAD HIGH PARK RESIDENCES SINGAPORE 797415,1.396040552,103.8745546
6 Eu Tong Sen Street,6 EU TONG SEN STREET,1.288935417,103.8466724
950 Dunearn Road,950 DUNEARN ROAD GARDENVISTA SINGAPORE 589474,1.33856345,103.7796797
93 Bukit Drive,93 BUKIT DRIVE THE RAINTREE SINGAPORE 587844,1.348961233,103.7740578
119 Emerald Hill Road,119 EMERALD HILL ROAD RESIDENCES AT EMERALD HILL SINGAPORE 229401,1.305381736,103.8390616
39 Tampines Street 34,39 TAMPINES STREET 34 THE EDEN AT TAMPINES SINGAPORE 529241,1.355644876,103.9592156
30 Fernvale Link,30 FERNVALE LINK H20 RESIDENCES SINGAPORE 797530,1.392836235,103.8796781
5 Alexandra View,5 ALEXANDRA VIEW ECHELON SINGAPORE 158750,1.290963988,103.8179899
344 Hougang Avenue 7,"Hougang Avenue 7, Hougang, Northeast, 530336, Singapore",1.3686213,103.8998023
115 Tampines Road,115 TAMPINES ROAD TRILIVE SINGAPORE 533901,1.36227689,103.8913291
21 Bedok Reservoir View,21 BEDOK RESERVOIR VIEW AQUARIUS BY THE PARK SINGAPORE 478936,1.337405231,103.9357083
18 How Sun Close,18 HOW SUN CLOSE CRYSTAL DE AZURE SINGAPORE 538645,1.343519133,103.8819055
1 Lorong 28 Geylang,1 LORONG 28 GEYLANG ATRIUM RESIDENCES SINGAPORE 398406,1.313041136,103.8857132
50 Bukit Batok East Avenue 5,50 BUKIT BATOK EAST AVENUE 5 REGENT HEIGHTS SINGAPORE 659801,1.352120891,103.7567048
35 Amber Gardens,35 AMBER GARDENS THE ESTA SINGAPORE 439966,1.30176521,103.89973
300 Tanjong Katong Road,300 TANJONG KATONG ROAD CHELSEA LODGE SINGAPORE 437083,1.305314495,103.8959381
515 Dunman Road,515 DUNMAN ROAD DUNMAN PLACE SINGAPORE 439204,1.309996,103.8957613
22 Teow Hock Avenue,22 TEOW HOCK AVENUE TREASURE GARDENS SINGAPORE 545708,1.361532175,103.8800369
781 Upper Changi Road East,781 UPPER CHANGI ROAD EAST SUNHAVEN SINGAPORE 486069,1.348139387,103.9620849
25 Lorong Lew Lian,25 LORONG LEW LIAN CHERRYHILL SINGAPORE 536469,1.350909893,103.8780984
169 Jalan Jurong Kechil,169 JALAN JURONG KECHIL SHERWOOD CONDOMINIUM SINGAPORE 598669,1.345029321,103.7680005
176 Orchard Road,176 ORCHARD ROAD DBS CENTERPOINT SINGAPORE 238843,1.301514467,103.8400544
861 Mountbatten Road,861 MOUNTBATTEN ROAD MOUNTBATTEN SUITES SINGAPORE 437842,1.303260899,103.8999514
33 Sin Ming Walk,33 SIN MING WALK THOMSON GRAND SINGAPORE 573921,1.365507111,103.8285703
93 Jalan Sendudok,93 JALAN SENDUDOK THE NAUTICAL SINGAPORE 769472,1.443665141,103.8247187
122 Jurong East Street 13,122 JURONG EAST STREET 13 IVORY HEIGHTS SINGAPORE 600122,1.335687624,103.7370321
30 Bukit Batok Street 21,30 BUKIT BATOK STREET 21 THE DEW SINGAPORE 659636,1.346694902,103.7559228
8A Hougang Street 11,8A HOUGANG STREET 11 THE MINTON SINGAPORE 534081,1.35141942,103.8823959
11 Nathan Road,11 NATHAN ROAD REGENCY PARK SINGAPORE 248732,1.296910855,103.8263781
64 Tanah Merah Kechil Avenue,64 TANAH MERAH KECHIL AVENUE CASA MERAH SINGAPORE 465531,1.329093469,103.9452088
339 Pasir Panjang Road,339 PASIR PANJANG ROAD LIIV RESIDENCES SINGAPORE 117368,1.288513699,103.7766264
78 Moh Guan Terrace,78 MOH GUAN TERRACE SINGAPORE 162078,1.283633273,103.8304925
14 Upper Serangoon Crescent,14 UPPER SERANGOON CRESCENT RIVERSAILS SINGAPORE 534029,1.379310129,103.9028279
2 Ardmore Park,2 ARDMORE PARK ARDMORE II SINGAPORE 259947,1.309209811,103.8282638
3 Pine Grove,3 PINE GROVE ASTOR GREEN SINGAPORE 597590,1.317433759,103.7767762
371 Holland Road,371 HOLLAND ROAD THE SERENADE @ HOLLAND SINGAPORE 278698,1.318464639,103.7798585
31 Jalan Mutiara,31 JALAN MUTIARA LATITUDE SINGAPORE 249206,1.29602981,103.8285539
63 West Coast Way,63 WEST COAST WAY CARABELLE SINGAPORE 127021,1.31724328,103.7559782
5 Lorong 26 Geylang,5 LORONG 26 GEYLANG REZI 26 SINGAPORE 398480,1.312774853,103.8851046
33 Sembawang Road,33 SEMBAWANG ROAD HONG HENG GARDEN SINGAPORE 779084,1.404010198,103.81751
2D Hong San Walk,2D HONG SAN WALK PALM GARDENS SINGAPORE 689050,1.378684933,103.7472589
501 Marine Parade Road,501 MARINE PARADE ROAD TAIPAN GRAND SINGAPORE 449303,1.311529632,103.9335083
50 Toh Tuck Road,50 TOH TUCK ROAD SIGNATURE PARK SINGAPORE 596741,1.342388697,103.7683759
462 Corporation Road,462 CORPORATION ROAD PARC VISTA SINGAPORE 649816,1.344777101,103.7170055
41 Pasir Ris Drive 3,41 PASIR RIS DRIVE 3 EASTVALE CONDOMINIUM SINGAPORE 519496,1.374314182,103.9535763
181 Tanjong Rhu Road,181 TANJONG RHU ROAD SANCTUARY GREEN SINGAPORE 436922,1.295970748,103.8717504
190 Depot Road,190 DEPOT ROAD THE INTERLACE SINGAPORE 109689,1.282201354,103.8030238
2 Butterworth Lane,2 BUTTERWORTH LANE BUTTERWORTH 8 SINGAPORE 439445,1.312122377,103.8946636
1 Dairy Farm Heights,1 DAIRY FARM HEIGHTS THE SKYWOODS SINGAPORE 677666,1.365117414,103.7718732
6 Kovan Rise,6 KOVAN RISE KOVAN REGENCY SINGAPORE 544736,1.363572561,103.8854368
8 Jurong Lake Link,8 JURONG LAKE LINK LAKE GRANDE SINGAPORE 648130,1.346117466,103.724023
150 Prince Charles Crescent,150 PRINCE CHARLES CRESCENT TANGLIN VIEW SINGAPORE 159012,1.291828981,103.818367
72 West Coast Road,72 WEST COAST ROAD VARSITY PARK CONDOMINIUM SINGAPORE 126828,1.29533268,103.7671987
28 Simei Street 1,28 SIMEI STREET 1 MELVILLE PARK SINGAPORE 529948,1.34673118,103.9586075
31 Lorong Chuan,31 LORONG CHUAN THE CHUAN SINGAPORE 556820,1.349887665,103.8604518
53 Lorong 40 Geylang,53 LORONG 40 GEYLANG THE WATERINA SINGAPORE 398077,1.313128111,103.8901262
Greenleaf Grove,GREENLEAF GROVE,1.323618775,103.7869696
89 Flora Drive,89 FLORA DRIVE HEDGES PARK CONDOMINIUM SINGAPORE 506890,1.354107306,103.96775
132 Punggol Walk,132 PUNGGOL WALK ECOPOLITAN SINGAPORE 828777,1.40089672,103.8967673
33 Punggol Field,33 PUNGGOL FIELD PRIVÉ SINGAPORE 828817,1.401488285,103.9043384
23 Pasir Ris Link,23 PASIR RIS LINK WATERCOLOURS SINGAPORE 518169,1.375952766,103.9599542
15 Tampines Avenue 8,15 TAMPINES AVENUE 8 ARC AT TAMPINES SINGAPORE 529601,1.350017198,103.928428
20 Anchorvale Lane,20 ANCHORVALE LANE RIVERCOVE RESIDENCES SINGAPORE 544584,1.392013624,103.8840104
218 Westwood Avenue,218 WESTWOOD AVENUE THE FLORAVALE SINGAPORE 648351,1.351018055,103.6971903
50 Anchorvale Crescent,50 ANCHORVALE CRESCENT TREASURE CREST SINGAPORE 544629,1.398721383,103.8921713
15 Sengkang East Avenue,15 SENGKANG EAST AVENUE AUSTVILLE RESIDENCES SINGAPORE 544806,1.3810182,103.9015367
260 Yio Chu Kang Road,260 YIO CHU KANG ROAD HUNDRED PALMS RESIDENCES SINGAPORE 545681,1.373453317,103.8773733
264 Yio Chu Kang Road,264 YIO CHU KANG ROAD HUNDRED PALMS RESIDENCES SINGAPORE 545683,1.373291458,103.8779745
262 Yio Chu Kang Road,262 YIO CHU KANG ROAD HUNDRED PALMS RESIDENCES SINGAPORE 545682,1.373373289,103.8776607
503B Canberra Link,503B CANBERRA LINK MONTREAL SPRING SINGAPORE 752503,1.450394565,103.8220664
Whitewater,WHITEWATER,1.380131335,103.9353557
92 Punggol Drive,92 PUNGGOL DRIVE RIVERPARC RESIDENCE SINGAPORE 828795,1.398252851,103.917626
85 Yishun Avenue 11,85 YISHUN AVENUE 11 THE CANOPY SINGAPORE 768865,1.423855115,103.8484205
104 Punggol Walk,104 PUNGGOL WALK TWIN WATERFALLS SINGAPORE 828792,1.401692549,103.89712
31 Tampines Central 7,31 TAMPINES CENTRAL 7 THE TAMPINES TRILLIANT SINGAPORE 528613,1.359981371,103.9399549
248 Westwood Avenue,248 WESTWOOD AVENUE THE FLORAVALE SINGAPORE 648353,1.350992734,103.6978213
127 Compassvale Bow,127 COMPASSVALE BOW ESPARINA RESIDENCES SINGAPORE 544821,1.381584151,103.8910999
35 Punggol Field,35 PUNGGOL FIELD PRIVÉ SINGAPORE 828818,1.401174602,103.9049323
15 Tampines Central 7,15 TAMPINES CENTRAL 7 THE TAMPINES TRILLIANT SINGAPORE 528771,1.358734961,103.9399409
15 Anchorvale Crescent,15 ANCHORVALE CRESCENT BELLEWATERS SINGAPORE 544651,1.399079335,103.8904001
111 Woodlands View,111 WOODLANDS VIEW NORTHWAVE SINGAPORE 737703,1.443737436,103.8103095
339 Choa Chu Kang Avenue 3,339 CHOA CHU KANG AVENUE 3 THE RAINFOREST SINGAPORE 689873,1.383759646,103.7485808
Sengkang Grand Residences,SENGKANG GRAND RESIDENCES,1.383153805,103.8923817
63 Upper Serangoon View,63 UPPER SERANGOON VIEW HERON BAY SINGAPORE 534014,1.376214714,103.9037256
332 Jalan Eunos,332 JALAN EUNOS EUHABITAT SINGAPORE 415816,1.328212423,103.9070861
7 Tampines Avenue 8,7 TAMPINES AVENUE 8 ARC AT TAMPINES SINGAPORE 529597,1.350363774,103.9282046
220 Westwood Avenue,220 WESTWOOD AVENUE THE FLORAVALE SINGAPORE 648352,1.351187736,103.696951
75 Yishun Avenue 11,75 YISHUN AVENUE 11 THE CANOPY SINGAPORE 768860,1.424478419,103.8479621
336B Anchorvale Crescent,336B ANCHORVALE CRESCENT ANCHORVALE COVE SINGAPORE 542336,1.397538703,103.8890801
3 Canberra Drive,3 CANBERRA DRIVE 1 CANBERRA SINGAPORE 768102,1.437605439,103.8300756
114 Canberra Walk,114 CANBERRA WALK EASTLACE @ CANBERRA SINGAPORE 750114,1.446637039,103.8294797
98 Punggol Drive,98 PUNGGOL DRIVE RIVERPARC RESIDENCE SINGAPORE 828798,1.397677985,103.9175556
226 Westwood Avenue,226 WESTWOOD AVENUE THE FLORAVALE SINGAPORE 648357,1.351378184,103.6961471
31 Pasir Ris Link,31 PASIR RIS LINK WATERCOLOURS SINGAPORE 518153,1.376551665,103.9593974
25 Pasir Ris Street 72,25 PASIR RIS STREET 72 WHITEWATER SINGAPORE 518766,1.379979509,103.9350448
105 Woodlands View,105 WOODLANDS VIEW NORTHWAVE SINGAPORE 737710,1.443480431,103.8107892
The Terrace,THE TERRACE,1.401134695,103.9163304
7 Sembawang Crescent,7 SEMBAWANG CRESCENT SKYPARK RESIDENCES SINGAPORE 757096,1.443838001,103.820219
85 Anchorvale Crescent,85 ANCHORVALE CRESCENT THE VALES SINGAPORE 544627,1.396647105,103.8936418
Parc Canberra,PARC CANBERRA,1.447325438,103.8283805
238 Westwood Avenue,238 WESTWOOD AVENUE THE FLORAVALE SINGAPORE 648363,1.350505785,103.6967814
102 Punggol Walk,102 PUNGGOL WALK TWIN WATERFALLS SINGAPORE 828791,1.40175753,103.8974413
19 Sengkang East Avenue,19 SENGKANG EAST AVENUE AUSTVILLE RESIDENCES SINGAPORE 544808,1.380517881,103.9016458
21 Pasir Ris Link,21 PASIR RIS LINK WATERCOLOURS SINGAPORE 518168,1.376225975,103.9600853
